barcode	name	batch	condition	strain.int	Glucose.Avg.g.L..x.x.x.x.x.x.x.x.x.x.x.x.x.x.x.x.x.x.x.x.x.x.x.x	Xylose.Avg.g.L..x.x.x.x.x.x.x.x.x.x.x.x.x.x.x.x.x.x.x.x.x.x.x.x	Pyruvate.Avg.g.L..x.x.x.x.x.x.x.x.x.x.x.x.x.x.x.x.x.x.x.x.x.x.x.x	Xylitol.Avg.g.L..x.x.x.x.x.x.x.x.x.x.x.x.x.x.x.x.x.x.x.x.x.x.x.x	Succinate.Avg.g.L..x.x.x.x.x.x.x.x.x.x.x.x.x.x.x.x.x.x.x.x.x.x.x.x	Lactate.Avg.g.L..x.x.x.x.x.x.x.x.x.x.x.x.x.x.x.x.x.x.x.x.x.x.x.x	Glycerol.Avg.g.L..x.x.x.x.x.x.x.x.x.x.x.x.x.x.x.x.x.x.x.x.x.x.x.x	Formate.Avg.g.L..x.x.x.x.x.x.x.x.x.x.x.x.x.x.x.x.x.x.x.x.x.x.x.x	Acetate.Avg.g.L..x.x.x.x.x.x.x.x.x.x.x.x.x.x.x.x.x.x.x.x.x.x.x.x	Ethanol.Avg.g.L..x.x.x.x.x.x.x.x.x.x.x.x.x.x.x.x.x.x.x.x.x.x.x.x	Cellobiose.Avg.g.L..x.x.x.x.x.x.x.x.x.x.x.x.x.x.x.x.x.x.x.x.x.x.x.x	Glucose_consumed.x.x.x.x.x.x.x.x.x.x.x.x.x.x.x.x.x.x.x.x.x.x.x.x	Percent_glucose_consumed.x.x.x.x.x.x.x.x.x.x.x.x.x.x.x.x.x.x.x.x.x.x.x.x	Percent_yield.x.x.x.x.x.x.x.x.x.x.x.x.x.x.x.x.x.x.x.x.x.x.x.x	Blank_glucose.x.x.x.x.x.x.x.x.x.x.x.x.x.x.x.x.x.x.x.x.x.x.x.x
241	I0040051	20200106-f-10	20200106	f	10	0	0.2401524519	0	0	0	0.1315465264	1.1842912135	0	0.09828641372	8.3228228414	0	23.114564032	100	70.396174692911	23.114564032
242	I0040052	NA	NA	NA	NA	0	0.2498973902	0	0	0	0.127337088	0.2977214446	0.7191101192	0.52482322192	1.1235422604	0	11.5764708576	100	18.9748060772684	11.5764708576
243	I0040054	NA	NA	NA	NA	0	0.2367429996	0	0	0	0	0	0	0	0.0483831747	0	11.6876584032	100	0.809339931154427	11.6876584032
244	I0040056	NA	NA	NA	NA	0.1401032256	0.2491332285	0	0	0	0.136209968	0.3172261066	0	0.01165174296	0.044577332	0	11.5379706656	98.8002882418343	0.755350912131396	11.6780738912
245	I0040057	NA	NA	NA	NA	3.1403365312	0.1838567045	0	0	0	0.1275812048	1.0209815702	0	0	3.2859003656	0	9.0577547872	74.2555089216047	70.9247719400887	12.1980913184
246	I0040058	NA	NA	NA	NA	0	0.2379140136	0	0	0	0.1281685264	0.3021518945	0.7326885089	0	0	0	11.5764708576	100	0	11.5764708576
247	I0040059	NA	NA	NA	NA	1.0702927264	0.1904429076	0	0	0	0.1410391568	0.5068154732	0	0	0.1981816225	0	10.5061781312	90.7545854037429	3.68793056892995	11.5764708576
248	I0040060	20200117-t-24	20200117	t	24	21.4425134848	0	0	0	0	0.1274289696	0.2921481578	0.7195188656	0	0.0447537801	0	1.9640016288	8.39083314738659	4.45504398782147	23.4065151136
249	I0040065	20200303-t-178	20200303	t	178	12.835580272	0.9908399844	0	0	0	0.1337498832	0.2952248847	0.723158918	0.36084209204	0.0535881633	0	9.1547637408	41.630834585722	1.14442107730027	21.9903440128
250	I0040067	20191014-t-139	20191014	t	139	0	0	0	0	0	0	0.8853615481	0	0.09488311756	5.4054336416	0	22.0103327648	100	48.0140176968709	22.0103327648
251	I0040068	NA	NA	NA	NA	0	0.2096325242	0	0	0	0.1294395552	0	0	0	0.0459023052	0	11.6780738912	100	0.768470842192728	11.6780738912
252	I0040070	NA	NA	NA	NA	0	0.2507861598	0	0	0	0.1363063536	0.4693256342	0.7262820535	0	2.2174831637	0	11.5764708576	100	37.4496932548272	11.5764708576
253	I0040071	20200117-f-35	20200117	f	35	0	0.1878321469	0	0	0.0333025609	0	0.6305899586	0	0	7.014659663	0	23.4065151136	100	58.5914118137251	23.4065151136
254	I0040074	NA	NA	NA	NA	0	0.2353377828	0	0	0	0.127346096	0.2971578538	0.719333825	0	0.0444487967	0	11.5764708576	100	0.750668067839444	11.5764708576
255	I0040082	NA-t-32	NA	t	32	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
256	I0040408	20200117-t-33	20200117	t	33	0	0.2261243047	0	0	0	0.12987284	0.2922181462	0.8287034065	0	7.9733008082	0	23.4065151136	100	66.5986624600055	23.4065151136
257	I0040533	NA-t-199	NA	t	199	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
258	I0040534	NA-f-199	NA	f	199	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
259	I0040535	NA	NA	NA	NA	8.4649725376	0	0	0	0	0.1304754752	0.3103027804	0	0	0.0454733935	0	3.2226858656	27.5734090989317	2.75869385379313	11.6876584032
260	I0040536	20200106-t-12	20200106	t	12	0	0.2122793161	0	0	0	0.1750092256	0.441304489	0	1.68318088812	6.2823115936	0	23.114564032	100	53.1371041827887	23.114564032
261	I0040537	NA	NA	NA	NA	1.7497355392	0	0	0	0	0.1289864528	0.2936400158	0	0	0.0844804018	0	10.4483557792	85.6556612544731	1.58078255603808	12.1980913184
262	I0040540	20200106-t-11	20200106	t	11	4.0059350688	0	0	0	0	0.1301863184	0.3473984742	0	0	3.4112826348	0	19.1086289632	82.6692164158746	34.9021589687771	23.114564032
263	I0040542	NA	NA	NA	NA	22.0936135264	0.0326863036	0	0	0	0	0	0	0	0	0	0	0	NA	22.0936135264
264	I0040543	NA	NA	NA	NA	0	0.1916994957	0	0	0	0	0.2937044788	0.7193927434	0	0	0	11.6876584032	100	0	11.6876584032
265	I0040544	NA	NA	NA	NA	6.2083802592	0	0	0	0	0.1280766448	0.2952709297	0.7214645537	0.12062157804	0.0642197372	0	5.9897110592	49.1036745245949	2.09617128692913	12.1980913184
266	I0040545	NA	NA	NA	NA	0	0.2532603022	0	0	0	0.1273388896	0.3073430078	0	0	0.8377543866	0	11.5764708576	100	14.148312516929	11.5764708576
267	I0040547	NA	NA	NA	NA	0	0.2556173432	0	0	0	0.1323068016	0.2927402965	0	0	0.0445519935	0	11.6780738912	100	0.745864675360791	11.6780738912
268	I0040550	20191014-f-135	20191014	f	135	0	0	0	0	0	0	0	0	1.2059471302	0	0	22.0103327648	100	0	22.0103327648
269	I0040551	NA	NA	NA	NA	0	0.1777779408	0	0	0	0.1274064496	0.2974239939	0	0	0.0516757976	0	11.6780738912	100	0.865127438145589	11.6780738912
270	I0040556	20191014-t-134	20191014	t	134	11.4682667616	0	0	0	0	0	0	0.0138347768	1.09282118796	1.0181308755	0	10.5420660032	47.8959864707697	18.8817391436644	22.0103327648
271	I0040557	NA	NA	NA	NA	0	0.2586965095	0	0	0	0	0.5130343109	0	0.51238442244	1.4375240528	0	11.5764708576	100	24.2774491843128	11.5764708576
272	I0040558	NA	NA	NA	NA	0	0.2538623235	0	0	0	0.1355830112	0.3166035782	0	0	0	0	11.6780738912	100	0	11.6780738912
273	I0040559	20200117-t-40	20200117	t	40	1.9798160736	0	0	0	0	0.132386072	1.151778839	0	0.34142133956	5.0133516817	0	21.42669904	91.5416025666732	45.7443033456806	23.4065151136
274	I0040562	NA	NA	NA	NA	0	0.254125051	0	0	0	0.1274298704	0.3104086839	0.7196371627	0	0.0546961468	0	11.5764708576	100	0.923729186950489	11.5764708576
275	I0040563	20191014-t-127	20191014	t	127	2.8268311072	0	0	0	0	0	0.0556140719	0	0.53248595224	5.0317911992	0	19.1835016576	87.156799774873	51.2812784584928	22.0103327648
276	I0040565	NA	NA	NA	NA	0	0.2358317105	0	0	0	0	0.2977380208	0.7232123128	0	0.1494119205	0	11.6876584032	100	2.49931994336702	11.6876584032
277	I0040568	20191014-f-128	20191014	f	128	5.8321917664	0.0104385389	0	0	0	0	0	0	0.8302501582	0.2577777745	0.002693873455	16.1781409984	73.5024825443479	3.11516439426493	22.0103327648
278	I0040569	NA	NA	NA	NA	0	0.2517109606	0	0	0	0.1280018784	0.3026878583	0	0.00345466444	0.076536091	0	11.6876584032	100	1.28027387629793	11.6876584032
279	I0040570	20191014-t-133	20191014	t	133	0	0	0	0	0	0	0	0	0.33394873092	4.9661879799	0	22.0103327648	100	44.1123975175332	22.0103327648
280	I0040571	20200117-f-25	20200117	f	25	10.1923610304	0.2138676915	0	0	0	0	0.7846187717	0	0	5.1124823435	0	13.2141540832	56.4550255305717	75.6408797059	23.4065151136
281	I0040572	NA	NA	NA	NA	0	0.238676674	0	0	0	0.127436176	0.2954026184	0.7191124207	0	0.0688824819	0	11.5764708576	100	1.16331337257232	11.5764708576
282	I0040573	NA	NA	NA	NA	0	0.2298595391	0	0	0	0.128174832	0.3000163274	0.7247184144	0.6397181224	0.1611123184	0	11.6876584032	100	2.69504085853188	11.6876584032
283	I0040574	20200303-f-158	20200303	f	158	0	0.1682101559	0	0	0	0	0.3149680598	0	0.21891566748	0.0490083446	0	21.9903440128	100	0.435714613714776	21.9903440128
284	I0040577	20200303-f-179	20200303	f	179	0	0	0	0	0	0	0.7619747616	0.736420161	0	0.0457097326	0	21.9903440128	100	0.406387904863342	21.9903440128
285	I0040578	NA	NA	NA	NA	2.3008575904	0	0	0	0	0	0.464179645	0	0.2998224798	2.4693736529	0	9.2756132672	80.1247062364479	52.0485090544692	11.5764708576
286	I0040581	NA	NA	NA	NA	0	0.2532663074	0	0	0	0.1533215648	0.3374094719	0.9069484226	0.80397144512	2.3467417627	0	12.1980913184	100	37.6129622702359	12.1980913184
287	I0040583	20200106-f-6	20200106	f	6	18.955074992	0	0	0	0	0.1274397792	0.3224512932	0	0	0.0603586105	0	4.15948904	17.9951005532337	2.83702632484747	23.114564032
288	I0040584	NA	NA	NA	NA	4.798300368	0	0	0	0	0	0.2942008439	0.7234240508	0	0.0739764418	0	7.3997909504	60.663514948752	1.95451093278112	12.1980913184
289	I0040585	NA	NA	NA	NA	0	0.2452643784	0	0	0.0273012271	0.1285828944	0.3354322996	0	0.24991612924	1.2142821931	0	12.1980913184	100	19.462196923594	12.1980913184
290	I0040587	NA	NA	NA	NA	5.3855841344	0.1910224094	0	0	0	0.1278046032	0.8817663545	0	0.25017060888	2.4449100222	0	6.812507184	55.8489603510657	70.1649183317248	12.1980913184
291	I0040588	20200309-f-138	20200309	f	138	22.425226832	0.0577174785	0	0.01460449454	0.0009388155	0.0037932688	0	0	0.01278715908	0	0.022779832075	0.471022915199999	2.0572055266719	0	22.8962497472
292	I0040592	NA	NA	NA	NA	8.8893808544	0	0	0	0	0.1276893008	0.3619302762	0.7189881397	0	0.0480394925	0	2.6870900032	23.211650910311	3.49526665690405	11.5764708576
293	I0040596	NA	NA	NA	NA	0	0.2400653765	0	0	0	0.1311762976	0.3045941213	0.7190843424	0.15805547404	0.1452412034	0	11.5764708576	100	2.45288830342968	11.5764708576
294	I0040597	NA	NA	NA	NA	22.0103327648	0.0288940198	0	0	0	0	0	0	0	0	0	0	0	NA	22.0103327648
295	I0040598	20200303-f-189	20200303	f	189	11.890632064	1.1299309255	0	0	0	0.1273001552	0.2921665758	0.7190677716	0	0.0444418862	0	10.0997119488	45.9279397490154	0.860295422125211	21.9903440128
296	I0040600	NA	NA	NA	NA	0	0.2515953605	0	0	0	0.127737944	0.292247615	0.7190060914	0	0.0483831747	0	11.6876584032	100	0.809339931154427	11.6876584032
297	I0040601	NA	NA	NA	NA	2.4723248704	0	0	0	0	0.1307682352	0.2946539267	0.7194714547	0	0.0866940653	0	9.725766448	79.7318711110921	1.74272815969384	12.1980913184
298	I0040603	NA	NA	NA	NA	0	0.2307783347	0	0	0	0	0.2948021916	0.7466622963	0	0	0	11.6876584032	100	0	11.6876584032
299	I0040604	NA	NA	NA	NA	2.842825712	0	0	0	0	0.1275145456	0.2923019481	0.7191022941	0	0.2608488007	0	8.8448326912	75.6766872034722	5.76584998253782	11.6876584032
300	I0040607	20200117-t-41	20200117	t	41	0	0.1875198765	0	0	0	0.1315411216	0.2934392596	0.8004050831	0.015115264	5.501573439	0	23.4065151136	100	45.9530426954515	23.4065151136
301	I0040608	20200106-t-10	20200106	t	10	0	0.2348798863	0	0	0	0	1.3377628821	0	0.19915127892	8.6419538777	0	23.114564032	100	73.0954516821501	23.114564032
302	I0040610	NA	NA	NA	NA	2.5768771232	0	1.5579856992	0	0	0.1604712144	0.3600636119	0.7819719093	0	0.7010319869	0	9.11078128	77.9521523105563	15.0434113210703	11.6876584032
303	I0040612	20200117-t-34	20200117	t	34	1.4077288032	0.2022881646	0	0	0.0472371809	0	0.5073099965	0	0	4.1525986904	0	21.9987863104	93.9857394560113	36.9050126082027	23.4065151136
304	I0040613	20200106-f-11	20200106	f	11	7.1009217248	0	0	0	0	0	0.480000707	0	0.3646173654	0.3400122638	0	16.0136423072	69.2794477327393	4.15115141474233	23.114564032
305	I0040617	20200117-f-34	20200117	f	34	4.8698797376	0.2031424043	0	0	0.1817735752	0	0.4241085233	0.719596196	0	1.9807091629	0	18.536635376	79.1943409176258	20.8907446136996	23.4065151136
306	I0040618	20200117-t-25	20200117	t	25	16.9272949216	0	0	0	0	0.12872432	0.6016000266	0.7196716852	0	2.5423125983	0	6.479220192	27.6812680595726	76.7132401825964	23.4065151136
307	I0040619	20200309-f-210	20200309	f	210	21.74558224	0.0222072296	0	0.02969281336	0	0.0031293792	0	0	0.00612168192	0	0.022998901835	1.1506675072	5.02557196005741	0	22.8962497472
308	I0040620	20200106-f-12	20200106	f	12	0	0.2326624662	0	0	0	0.1667993344	0.4330228353	0	2.34765084576	5.9154101136	0	23.114564032	100	50.0337747988338	23.114564032
309	I0040621	NA	NA	NA	NA	0	0.2565961908	0	0	0	0.1945115456	0.3802506608	0.9906125506	0.80592521108	1.8013273253	0	12.1980913184	100	28.8712025326986	12.1980913184
310	I0040625	NA	NA	NA	NA	0	0.2393942954	0	0	0	0	0.3162131166	0	0	0.0485402734	0	11.5764708576	100	0.819766471778894	11.5764708576
311	I0040626	NA-f-195	NA	f	195	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
312	I0040629	NA	NA	NA	NA	0	0.2433592287	0	0	0	0.1273524016	0.2926389975	0.7192910171	0	0.0455881078	0	11.6876584032	100	0.762584850148591	11.6876584032
313	I0040630	NA	NA	NA	NA	0.6371250304	0.2828193979	0	0	0	0.1273803264	0.3132128244	0.7349412171	2.4028280542	2.291056493	0	11.560966288	94.7768465264812	38.7441181041485	12.1980913184
314	I0040632	NA	NA	NA	NA	0	0.2370522674	0	0	0	0.5951936912	0.3703629575	0.7190129959	0	0.0831968916	0	11.5764708576	100	1.40506053041521	11.5764708576
315	I0040634	NA	NA	NA	NA	3.9858220064	0	0	0	0	0.144321672	0.7007201772	0	0.07238381092	2.6608304375	0	7.5906488512	65.5696277783718	68.5334216437641	11.5764708576
316	I0040637	NA	NA	NA	NA	2.0585045568	0	0.296797424	0	0	0.1282973408	0.2945277634	0.721000111	0	0.0444727531	0	10.1395867616	83.124371649072	0.857507399351015	12.1980913184
317	I0040640	20191014-f-134	20191014	f	134	11.7987090272	0	0	0	0	0	0	0	0.30230468956	0.6590870947	0	10.2116237376	46.3946812922834	12.6186275016496	22.0103327648
318	I0040642	20200117-t-36	20200117	t	36	0	0.178579635	0	0	0	0	0.7692664478	0.7207460254	0	3.788266995	0	23.4065151136	100	31.6422923174951	23.4065151136
319	I0040643	NA	NA	NA	NA	0	0.1811588684	0	0	0	0.1278937824	0.2935893663	0.7189715689	0	0	0	12.1980913184	100	0	12.1980913184
320	I0040645	NA	NA	NA	NA	0	0.2423278356	0	0	0	0.1276983088	0.313363852	0	0	0	0	11.6780738912	100	0	11.6780738912
321	I0040648	20200117-f-26	20200117	f	26	16.242450912	0.2373210001	0	0	0	0.158644392	0	0.7294613456	0	0.0450587635	0	7.1640642016	30.6071372300844	1.22965680344858	23.4065151136
322	I0040652	NA	NA	NA	NA	1.2666527136	0.3566142981	0	0	0	0.1273262784	0.2946060399	0.7208776712	0.03783775696	0.0554770333	0	10.4210056896	89.1624766064929	1.04080102703494	11.6876584032
323	I0040653	NA-f-32	NA	f	32	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
324	I0040654	20200106-f-19	20200106	f	19	7.8859238848	0	0	0	0	0.1278361312	0.6713139984	0	0	0.053878865	0	15.2286401472	65.8833111717675	0.691705821026284	23.114564032
325	I0040655	NA	NA	NA	NA	0	0.2412243801	0	0	0	0.127607328	0.2923894336	0.7198070134	0	0.0608179284	0	11.5764708576	100	1.02711614692655	11.5764708576
326	I0040656	NA	NA	NA	NA	0	0.2703330858	0	0	0	0	0.2943214818	0	0	0.0603871739	0	11.6876584032	100	1.01013940217603	11.6876584032
327	I0040657	NA	NA	NA	NA	7.5105046752	0	0	0	0	0.1276739872	0.2924852072	0.7239607606	0.15419753908	0.3012835183	0	4.6875866432	38.4288535053766	12.5658011443019	12.1980913184
328	I0040658	20200106-f-18	20200106	f	18	17.7378725952	0	0	0	0	0	0.3931331309	0	0	0.0550504251	0	5.3766914368	23.2610549321045	2.0017492755548	23.114564032
329	I0040659	20200106-t-18	20200106	t	18	18.1748975168	0	0	0	0	0.1309691136	0.457512329	0	0	0.0673087307	0	4.9396665152	21.3703641927292	2.66402249237179	23.114564032
330	I0040661	20200303-f-209	20200303	f	209	7.8109376896	0.7479881951	0	0	0	0.1484140064	0.5767338848	0.7238028777	0.91719480996	0.0443350038	0	14.1794063232	64.4801478091773	0.611297780213483	21.9903440128
331	I0040662	NA	NA	NA	NA	0	0.2538923495	0	0	0	0.1286396448	0.3127173802	0.753469673	0.28042534492	2.5530132772	0	12.1980913184	100	40.9190280741642	12.1980913184
332	I0040665	NA	NA	NA	NA	0	0.2106293874	0	0	0	0.1283117536	0.2996433629	0	0.223570106	0.7051584768	0	11.5764708576	100	11.9089827081879	11.5764708576
333	I0040666	NA-t-168	NA	t	168	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
334	I0040667	NA	NA	NA	NA	0	0.2815012565	0	0	0	0.1281225856	0.3822416466	0	0	1.228313733	0	11.6876584032	100	20.5468813955744	11.6876584032
335	I0040668	NA	NA	NA	NA	0	0.2639555634	0	0	0	0	0.2938877379	0.7225434969	0	0.0502517739	0	11.6876584032	100	0.840597325016248	11.6876584032
336	I0040669	NA	NA	NA	NA	0	0.251362659	0	0	0	0.1301088496	0.2936879026	0.7207989599	0	1.5288154434	0	11.5764708576	100	25.8192126712888	11.5764708576
337	I0040671	NA	NA	NA	NA	11.59514264	0	0	0	0	0.1273298816	0.2924106143	0.7219285361	0	0.0458226041	0	0.602948678400001	4.94297560709759	14.8581088433886	12.1980913184
338	I0040674	20200309-t-169	20200309	t	169	22.7148556512	0.0597652517	0	0.0230044752	0	0.00231956	0	0	0.00517579704	0	0.0249876445	0.181394095999998	0.792243699307923	0	22.8962497472
339	I0040675	NA	NA	NA	NA	12.1980913184	0	0	0	0	0.127499232	0.2924179815	0.7193232381	0	0.0534798988	0	0	0	Inf	12.1980913184
340	I0040678	NA	NA	NA	NA	0	0.251933153	0	0	0	0.127413656	0.2923553603	0.7606802725	0	0.0497477681	0	11.6876584032	100	0.832166459906575	11.6876584032
341	I0040679	NA	NA	NA	NA	0	0.2648203122	0.031534286	0	0	0.127512744	0.2941833468	0.7226728412	0	0.1134676458	0	11.6876584032	100	1.89805437963596	11.6876584032
342	I0040680	20191014-t-135	20191014	t	135	0	0	0	0	0	0	0	0	0	6.2710958521	0	22.0103327648	100	55.7033028588578	22.0103327648
343	I0040682	NA	NA	NA	NA	0	0.2663936746	0	0	0	0	0.3012696723	0.7218079375	0	0.0603047086	0	11.6876584032	100	1.00875994618459	11.6876584032
344	I0040684	NA-t-145	NA	t	145	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
345	I0040685	NA	NA	NA	NA	0	0.2417138039	0	0	0.0212136876	0.128314456	0.3500727678	0	0	0	0	12.1980913184	100	0	12.1980913184
346	I0040686	20200106-f-14	20200106	f	14	11.6566330496	0	0	0	0	0.1278649568	0.2924658683	0	0.05163811108	0.0755349899	0	11.4579309824	49.5701799373657	1.28886102257402	23.114564032
347	I0040692	NA-f-168	NA	f	168	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
348	I0040694	20191014-f-130	20191014	f	130	0	0	0	0	0	0	0.1557407662	0	0	3.7409789042	0	22.0103327648	100	33.2294204719369	22.0103327648
349	I0040695	20191014-f-136	20191014	f	136	7.4770255424	0.2116397623	0	0	0	0	0	0	0	0	0	14.5333072224	66.0294752364779	0	22.0103327648
350	I0040697	NA	NA	NA	NA	3.5533893632	0	0	0	0	0.1456962928	0.3190227825	0	0.19306089032	0.2125614516	0	8.13426904	69.5970806074628	5.1089316347644	11.6876584032
351	I0040698	20200303-f-177	20200303	f	177	16.1581522464	1.1783943908	0	0	0	0.1285477632	0.4068886142	0.7239842359	0	0.0443497462	0	5.8321917664	26.5216031318348	1.48670040557399	21.9903440128
352	I0040701	NA	NA	NA	NA	1.3043692096	0.2070007453	0	0	0	0.131890632	0.3982956963	0	0.52841900152	3.9157776982	0	10.272101648	88.732583309328	74.528578303197	11.5764708576
353	I0040705	NA	NA	NA	NA	3.9392326304	0	0	0	0	0.1274622992	0.3193727245	0.7196643204	0	0.0462791578	0	7.7484257728	66.2957925830424	1.16771292274388	11.6876584032
354	I0040706	20200303-t-185	20200303	t	185	35.2436846976	2.3586113598	0	0	0	0.127319072	0.2922448523	0.7192344002	0	0.0444326722	0	-13.2533406848	-60.2689101957004	-0.655452444176164	21.9903440128
355	I0040707	NA	NA	NA	NA	0	0.192736894	0	0	0.0418251162	0.134156144	0.388177768	0	0.491113231	3.3775745979	0	11.5764708576	100	57.0417555845596	11.5764708576
356	I0040708	NA-t-195	NA	t	195	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
357	I0040709	20200117-t-35	20200117	t	35	0	0.1790330276	0	0	0.0593579385	0	0.7220196733	0	0	6.8382981746	0	23.4065151136	100	57.1183155993171	23.4065151136
358	I0040710	20200117-f-36	20200117	f	36	0	0.1798887686	0	0	0.0283274292	0	1.398976026	0	0.16666586056	0.8156237407	0	23.4065151136	100	6.81266786590849	23.4065151136
359	I0040711	20191014-t-136	20191014	t	136	11.3704128576	0.1876970299	0	0	0	0	0	0	0	0	0	10.6399199072	48.340568136325	0	22.0103327648
360	I0040714	NA	NA	NA	NA	7.7320582368	0	0	0	0	0.1805545504	0.5051578532	0.9185843463	0.23311988256	0.1016493087	0	4.4660330816	36.612556546968	4.44986269088594	12.1980913184
361	I0040715	NA	NA	NA	NA	0	0.2458543893	0	0	0	0.1282775232	0.3415627309	0	1.19322373864	0.1781397904	0	11.6876584032	100	2.97987154816032	11.6876584032
362	I0040716	NA	NA	NA	NA	2.0453222496	0	0	0	0	0	1.1946117398	0	0.15708833332	2.23628387	0	9.531148608	82.3320744745171	45.8718026058014	11.5764708576
363	I0040717	20200117-f-41	20200117	f	41	0	0.1867512109	0	0	0	0.1316906544	0.3217329912	0.807743646	0	1.937718021	0	23.4065151136	100	16.1851950061297	23.4065151136
364	I0040718	NA	NA	NA	NA	0	0.2604740487	0	0	0	0.128350488	0.2923001063	0.7191717994	0.78253197828	0.3983267484	0	11.5764708576	100	6.72709258269294	11.5764708576
365	I0040719	NA	NA	NA	NA	0	0.2439432344	0	0	0	0	0.3103672434	0	0	0.0578100181	0	11.6780738912	100	0.967823143149766	11.6780738912
366	I0040720	NA	NA	NA	NA	0	0.220601022	0	0	0	0.1273668144	0.2928250193	0.7243916014	0	0.0474963272	0	11.6876584032	100	0.794504999402946	11.6876584032
367	I0040722	NA	NA	NA	NA	0	0.2590538189	0	0	0	0.1273533024	0.2944844811	0.7244689318	0	0.0520462004	0	11.6876584032	100	0.870613979131582	11.6876584032
368	I0040723	20200309-f-169	20200309	f	169	22.6885360768	0.0586963261	0	0.01700383696	0	0.0021285904	0	0	0.00540075468	0	0.018165675255	0.2077136704	0.907195163808003	0	22.8962497472
369	I0040724	NA	NA	NA	NA	11.6395484768	0	0	0	0	0.1286693712	0.2938343257	0.7196877957	0	0.1570494051	0	0.5585428416	4.5789363845594	54.9723017800599	12.1980913184
370	I0040727	NA	NA	NA	NA	4.401119632	0	0	0	0	0	0.5199290892	0	0	0.2583167935	0	7.2865387712	62.3438717990337	6.93099327609589	11.6876584032
371	I0040728	20200309-t-138	20200309	t	138	22.5765900576	0.0581663672	0	0.00716759806	0.0008337154	0.0021150784	0	0	0.03013723848	0	0.020780820515	0.319659689599998	1.39612247913696	0	22.8962497472
372	I0040729	20200303-t-158	20200303	t	158	0	0	0	0	0	0.1274244656	0.3032293475	0.7190535023	0.216735763	2.3460894115	0	21.9903440128	100	20.8581916001311	21.9903440128
373	I0040731	NA	NA	NA	NA	0.4717363488	0	0	0	0	0.1583156	0.3427350366	0	0	0.4800226794	0	11.2159220544	95.9638078687272	8.36740693673653	11.6876584032
374	I0040733	NA	NA	NA	NA	0	0.2510729081	0	0	0	0.1273812272	0.2943610805	0.7199593727	0	0.0473475211	0	11.6876584032	100	0.792015813451918	11.6876584032
375	I0040735	20200303-t-209	20200303	t	209	12.7948244768	1.1528587791	0	0	0	0.1281279904	0.479521839	0.7194337101	0.04375278488	2.6701448701	0	9.195519536	41.8161695453583	56.7704935613056	21.9903440128
376	I0040736	20200117-t-39	20200117	t	39	0.1727247968	0.1824725059	0	0	0	0.1415724304	0.3474067623	0	0.13175845732	6.5428425113	0	23.2337903168	99.2620653012133	55.0567431949025	23.4065151136
377	I0040737	NA	NA	NA	NA	11.5764708576	0	0	0	0	0.1278433376	0.2947018135	0.7224136923	0	0.0907998237	0	0	0	Inf	11.5764708576
378	I0040738	20200106-t-17	20200106	t	17	18.080704464	0	0	0	0	0.1274803152	0.293223769	0	0	0.8265156101	0	5.033859568	21.7778694031654	32.1006688297336	23.114564032
379	I0040739	NA	NA	NA	NA	0	0.2413369776	0.5305773508	0	0	0.1275244544	0.2965040148	0.7197011444	0	0.0456742587	0	12.1980913184	100	0.7320550545909	12.1980913184
380	I0040741	NA	NA	NA	NA	0	0.2194104911	0	0	0	0.1273902352	0.2949292758	0.7235948221	0	0	0	11.5764708576	100	0	11.5764708576
381	I0040743	NA	NA	NA	NA	0	0.2271647056	0	0	0	0.1281153792	0.3043123259	0.7206346328	0	0.0566748533	0	11.5764708576	100	0.957146329718188	11.5764708576
382	I0040744	NA	NA	NA	NA	0	0.2499904708	0	0	0	0.1437019216	0.330989878	0.9019827062	0.0168009702	0.1534872727	0	11.5764708576	100	2.59215103646787	11.5764708576
383	I0040745	NA	NA	NA	NA	20.689241104	0	0	0	0	0.128674776	0.2988163947	0.7257301538	0	0.059960105	0	0	0	Inf	20.689241104
384	I0040746	NA	NA	NA	NA	0	0.1744615691	0	0	0	0.1276595744	0.2948915189	0.719715874	0	0.6135031332	0	12.1980913184	100	9.83306751876006	12.1980913184
385	I0040747	NA	NA	NA	NA	3.1826308928	0	0	0	0	0.128300944	0.2966753022	0.7455212126	0.20397163108	0.0710749532	0	8.5050275104	72.7693026010358	1.6338228896591	11.6876584032
386	I0040749	NA	NA	NA	NA	11.6876584032	0	0	0	0	0.127404648	0.2921877565	0.7221039104	0	0.0462823827	0	0	0	Inf	11.6876584032
