"barcode"	"name"	"batch"	"condition"	"strain.int"	"Glucose.Avg.g.L."	"Xylose.Avg.g.L."	"Pyruvate.Avg.g.L."	"Xylitol.Avg.g.L."	"Succinate.Avg.g.L."	"Lactate.Avg.g.L."	"Glycerol.Avg.g.L."	"Formate.Avg.g.L."	"Acetate.Avg.g.L."	"Ethanol.Avg.g.L."	"Cellobiose.Avg.g.L."	"Glucose_consumed"	"Percent_glucose_consumed"	"Percent_yield"	"Blank_glucose"
"338"	"I0040667"	"20191105-t-206"	20191105	"t"	206	0	0.2815012565	0	0	0	0.1281225856	0.3822416466	0	0	1.228313733	0	11.6876584032	100	20.5468813955744	11.6876584032
"339"	"I0040668"	"20191105-f-193"	20191105	"f"	193	0	0.2639555634	0	0	0	0	0.2938877379	0.7225434969	0	0.0502517739	0	11.6876584032	100	0.840597325016248	11.6876584032
"340"	"I0040669"	"20191021-t-161"	20191021	"t"	161	0	0.251362659	0	0	0	0.1301088496	0.2936879026	0.7207989599	0	1.5288154434	0	11.5764708576	100	25.8192126712888	11.5764708576
"344"	"I0040678"	"20191105-f-198"	20191105	"f"	198	0	0.251933153	0	0	0	0.127413656	0.2923553603	0.7606802725	0	0.0497477681	0	11.6876584032	100	0.832166459906575	11.6876584032
"345"	"I0040679"	"20191105-t-193"	20191105	"t"	193	0	0.2648203122	0.031534286	0	0	0.127512744	0.2941833468	0.7226728412	0	0.1134676458	0	11.6876584032	100	1.89805437963596	11.6876584032
"346"	"I0040680"	"20191014-t-135"	20191014	"t"	135	0	0	0	0	0	0	0	0	0	6.2710958521	0	22.0103327648	100	55.7033028588578	22.0103327648
"347"	"I0040682"	"20191105-f-192"	20191105	"f"	192	0	0.2663936746	0	0	0	0	0.3012696723	0.7218079375	0	0.0603047086	0	11.6876584032	100	1.00875994618459	11.6876584032
"349"	"I0040685"	"20191028-f-182"	20191028	"f"	182	0	0.2417138039	0	0	0.0212136876	0.128314456	0.3500727678	0	0	0	0	12.1980913184	100	0	12.1980913184
"352"	"I0040694"	"20191014-f-130"	20191014	"f"	130	0	0	0	0	0	0	0.1557407662	0	0	3.7409789042	0	22.0103327648	100	33.2294204719369	22.0103327648
"359"	"I0040707"	"20191021-f-159"	20191021	"f"	159	0	0.192736894	0	0	0.0418251162	0.134156144	0.388177768	0	0.491113231	3.3775745979	0	11.5764708576	100	57.0417555845596	11.5764708576
"365"	"I0040715"	"20191105-f-207"	20191105	"f"	207	0	0.2458543893	0	0	0	0.1282775232	0.3415627309	0	1.19322373864	0.1781397904	0	11.6876584032	100	2.97987154816032	11.6876584032
"368"	"I0040718"	"20191021-f-157"	20191021	"f"	157	0	0.2604740487	0	0	0	0.128350488	0.2923001063	0.7191717994	0.78253197828	0.3983267484	0	11.5764708576	100	6.72709258269294	11.5764708576
"369"	"I0040719"	"20191112-f-211"	20191112	"f"	211	0	0.2439432344	0	0	0	0	0.3103672434	0	0	0.0578100181	0	11.6780738912	100	0.967823143149766	11.6780738912
"370"	"I0040720"	"20191105-f-196"	20191105	"f"	196	0	0.220601022	0	0	0	0.1273668144	0.2928250193	0.7243916014	0	0.0474963272	0	11.6876584032	100	0.794504999402946	11.6876584032
"371"	"I0040722"	"20191105-f-200"	20191105	"f"	200	0	0.2590538189	0	0	0	0.1273533024	0.2944844811	0.7244689318	0	0.0520462004	0	11.6876584032	100	0.870613979131582	11.6876584032
"378"	"I0040733"	"20191105-f-194"	20191105	"f"	194	0	0.2510729081	0	0	0	0.1273812272	0.2943610805	0.7199593727	0	0.0473475211	0	11.6876584032	100	0.792015813451918	11.6876584032
"383"	"I0040739"	"20191028-f-175"	20191028	"f"	175	0	0.2413369776	0.5305773508	0	0	0.1275244544	0.2965040148	0.7197011444	0	0.0456742587	0	12.1980913184	100	0.7320550545909	12.1980913184
"384"	"I0040741"	"20191021-f-152"	20191021	"f"	152	0	0.2194104911	0	0	0	0.1273902352	0.2949292758	0.7235948221	0	0	0	11.5764708576	100	0	11.5764708576
"385"	"I0040743"	"20191021-t-152"	20191021	"t"	152	0	0.2271647056	0	0	0	0.1281153792	0.3043123259	0.7206346328	0	0.0566748533	0	11.5764708576	100	0.957146329718188	11.5764708576
"386"	"I0040744"	"20191021-t-164"	20191021	"t"	164	0	0.2499904708	0	0	0	0.1437019216	0.330989878	0.9019827062	0.0168009702	0.1534872727	0	11.5764708576	100	2.59215103646787	11.5764708576
"388"	"I0040746"	"20191028-t-171"	20191028	"t"	171	0	0.1744615691	0	0	0	0.1276595744	0.2948915189	0.719715874	0	0.6135031332	0	12.1980913184	100	9.83306751876006	12.1980913184
"394"	"I0040874"	"20191028-t-167"	20191028	"t"	167	0	0.2329311989	0	0	0	0.1696683824	0	0.8010623915	0	1.3489148576	0	12.1980913184	100	21.6200540047045	12.1980913184
"395"	"I0040876"	"20191014-f-131"	20191014	"f"	131	0	0	0	0	0	0	0	0	0	0	0.00898186016	22.0103327648	100	0	22.0103327648
"401"	"I0040919"	"20200106-f-15"	20200106	"f"	15	0	0.1768786621	0	0	0	0.1273650128	0.2982039962	0	0	0.0530929108	0	23.114564032	100	0.449070933606853	23.114564032
"403"	"I0040931"	"20191028-f-167"	20191028	"f"	167	0	0.215361485	0	0	0	0.1277946944	0	0.7449601069	0	0	0	12.1980913184	100	0	12.1980913184
"405"	"I0040944"	"20191105-f-197"	20191105	"f"	197	0	0.2389499106	0	0	0	0.1622016512	0	0.7357798837	0	0.3480703675	0	11.6876584032	100	5.82242172027926	11.6876584032
"407"	"I0040955"	"20191112-t-211"	20191112	"t"	211	0	0.2163778651	0	0	0	0	0	0	0	0.0536563469	0	11.6780738912	100	0.898284692055688	11.6780738912
"410"	"I0040966"	"20191105-t-200"	20191105	"t"	200	0	0.2594141309	0	0	0	0	0.2939475964	0.7214337136	0	0.4040237646	0	11.6876584032	100	6.75839417015594	11.6876584032
"413"	"I0040976"	"20191014-t-130"	20191014	"t"	130	0	0	0	0	0	0	0	0	0	3.7432957645	0	22.0103327648	100	33.2500000921526	22.0103327648
"414"	"I0040978"	"20200106-t-16"	20200106	"t"	16	0	0.2230106085	0	0	0	0.1296728624	0.367125994	0	0.10871122236	5.7047748487	0	23.114564032	100	48.2521777148938	23.114564032
"415"	"I0040981"	"20191105-t-188"	20191105	"t"	188	0	0.246798707	0	0	0	0	0	0	0.11712735412	0.2041624299	0	11.6876584032	100	3.41517083126805	11.6876584032
"417"	"I0041011"	"20191105-t-205"	20191105	"t"	205	0	0.2557074212	0	0	0	0	0	0	0.00898885856	0.3699356502	0	11.6876584032	100	6.18817792591928	11.6876584032
"419"	"I0041017"	"20191028-t-172"	20191028	"t"	172	0	0.2415321466	0	0	0	0.1278703616	0.2941336182	0.7377646973	0	2.5833927566	0	12.1980913184	100	41.4059424124282	12.1980913184
"421"	"I0041022"	"20191014-f-129"	20191014	"f"	129	0	0	0	0	0	0	0.0835965393	0	0	0.2364376898	0	22.0103327648	100	2.10016886247524	22.0103327648
"424"	"I0041076"	"20191021-f-162"	20191021	"f"	162	0	0.2315995458	0	0	0	0.1274235648	0.2935976544	0.7232947065	0	0.0465141148	0	11.5764708576	100	0.785547940022819	11.5764708576
"425"	"I0041081"	"20191028-t-166"	20191028	"t"	166	0	0.2458558906	0	0	0	0.2907701328	0.3162858677	0	0	0.0453434761	0	12.1980913184	100	0.726753357722841	12.1980913184
"426"	"I0041084"	"20191014-t-132"	20191014	"t"	132	0	0	0	0	0	0	0.4225724621	0	0.09631906764	8.1752785987	0	22.0103327648	100	72.6172953625686	22.0103327648
"428"	"I0041093"	"20191014-t-131"	20191014	"t"	131	0	0	0	0	0	0	0	0	0	4.2852830546	0	22.0103327648	100	38.0642276016846	22.0103327648
"429"	"I0041114"	"20191028-f-172"	20191028	"f"	172	0	0.2257730005	0.009462047	0	0	0.127359608	0.30048967	0.735094497	0.15334730548	0.1372687899	0	12.1980913184	100	2.20010820851858	12.1980913184
"434"	"I0041166"	"20191112-t-214"	20191112	"t"	214	0	0.2755861345	0	0	0	0.1328923216	0.3000973666	0	0	0.0454669437	0	11.6780738912	100	0.761182262303209	11.6780738912
"437"	"I0041172"	"20191021-t-162"	20191021	"t"	162	0	0.2484035967	0	0	0	0.1508596784	0.3184260393	0.7833081602	0	0.0749310122	0	11.5764708576	100	1.26546323692555	11.5764708576
"440"	"I0041182"	"20191028-f-184"	20191028	"f"	184	0	0.2645425717	0	0	0	0.1290206832	0.3114069395	0.7524082212	0.20227175432	2.9483763425	0	12.1980913184	100	47.2558037239334	12.1980913184
"441"	"I0041186"	"20191014-t-129"	20191014	"t"	129	0	0	0	0	0	0	0	0	0	4.4688144171	0	22.0103327648	100	39.6944535319761	22.0103327648
"442"	"I0042050"	"20191209-t-265"	20191209	"t"	265	0	0.2665483085	0	0	0	0.1327067568	0.3713980491	0.7235469509	0	1.2870700289	0	23.5229849504	100	10.6972923043201	23.5229849504
"443"	"I0042198"	"20191224-t-308"	20191224	"t"	308	0	0.2118229209	0	0	0	0	1.0207891021	0	0	3.4258531937	0	22.3201070752	100	30.007968222994	22.3201070752
"445"	"I0042414"	"20191224-t-297"	20191224	"t"	297	0	0.1782208243	0	0	0.0186499537	0.1734049008	0	0.8112589571	0.02729249856	6.7362720133	0	22.3201070752	100	59.0048157604304	22.3201070752
"446"	"I0042727"	"20191224-t-296"	20191224	"t"	296	0	0.1883050564	0	0	0.0005998972	0	0.8786187183	0	0.00764383624	8.8052379359	0	22.3201070752	100	77.1274439495223	22.3201070752
"449"	"I0043349"	"20191224-f-297"	20191224	"f"	297	0	0.1755395025	0	0	0.0108217676	0.1612990496	0	0.8131770272	0	6.2212614724	0	22.3201070752	100	54.4937001136028	22.3201070752
"450"	"I0043377"	"20191216-f-281"	20191216	"f"	281	0	0.2004550773	0	0	0	0.1273704176	0.2924934953	0.719043836	0	0.0449620165	0	23.5594403264	100	0.373116906417069	23.5594403264
"453"	"I0043533"	"20191216-f-273"	20191216	"f"	273	0	0.1969300249	0	0	0	0.1278667584	0.2963852187	0.7386908209	0.0403093388	0.214971834	0	23.5594403264	100	1.7839419116997	23.5594403264
"455"	"I0043626"	"20191119-t-230"	20191119	"t"	230	0	0.2456622229	0	0	0	0	0.3564269778	0.7829053977	0	0.051649077	0	11.6605839584	100	0.865977046941963	11.6605839584
"456"	"I0043645"	"20191119-f-234"	20191119	"f"	234	0	0.232236097	0	0	0	0.1273884336	0.3023710687	0.7231207131	0	0.0445455437	0	11.6605839584	100	0.746875271125371	11.6605839584
"457"	"I0043646"	"20191119-f-239"	20191119	"f"	239	0	0.2238243131	0	0	0	0.1273920368	0.2921757848	0.7216657048	0	0.0443105867	0	11.6605839584	100	0.742935851859111	11.6605839584
"462"	"I0043675"	"20191224-f-291"	20191224	"f"	291	0	0.1888064906	0	0	0.0285364485	0	0	0.8406362237	0	5.7987544238	0	22.3201070752	100	50.7928473999795	22.3201070752
"463"	"I0043677"	"20191119-t-239"	20191119	"t"	239	0	0.2501195826	0	0	0	0.1335282864	0.3224586604	0.7530144363	0	0.0511869949	0	11.6605839584	100	0.858229522384985	11.6605839584
"464"	"I0043678"	"20191209-f-268"	20191209	"f"	268	0	0.2276901606	0	0	0	0.1307412112	0.2931206282	0.7190355506	0	0.0447090922	0	23.5229849504	100	0.371593011401989	23.5229849504
"465"	"I0043679"	"20191216-t-286"	20191216	"t"	286	0	0.2356680688	0	0	0	0	1.3478918612	0	0.05096028596	8.4927336084	0	23.5594403264	100	70.4768766541082	23.5594403264
"471"	"I0043697"	"20191112-f-223"	20191112	"f"	223	0	0.2392336563	0	0	0	0.1297836608	0.4035070694	0	0	0	0	11.6780738912	100	0	11.6780738912
"473"	"I0043705"	"20191119-f-242"	20191119	"f"	242	0	0.4893802623	0	0.12653678528	0	0.1723176352	0.5007706856	0.782201599	0.06208122336	0.0446731576	0	11.6605839584	100	0.749014916491556	11.6605839584
"474"	"I0043706"	"20191224-f-309"	20191224	"f"	309	0	0.1974134435	0	0	0	0.1275118432	0.2925487493	0.7351994454	0	0.0444289866	0	22.3201070752	100	0.389165426155554	22.3201070752
"475"	"I0043707"	"20191224-t-306"	20191224	"t"	306	0	0.2250088388	0	0	0	0.1595641088	0.5316162311	0	0.47258050028	5.2115485073	0	22.3201070752	100	45.6493530683805	22.3201070752
"477"	"I0043716"	"20191224-f-303"	20191224	"f"	303	0	0.2281976	0	0	0	0	0.4179882219	0	0	0.0456724159	0	22.3201070752	100	0.400056957348589	22.3201070752
"478"	"I0043717"	"20191112-t-223"	20191112	"t"	223	0	0.2473271646	0	0	0	0	0	0	0	0	0	11.6780738912	100	0	11.6780738912
"479"	"I0043718"	"NA-f-329"	NA	"f"	329	0	0.1871775801	0	0	0	0	1.3794400534	0	0	6.6176279423	0	23.537300464	100	54.9679843241495	23.537300464
"484"	"I0043732"	"20191209-t-268"	20191209	"t"	268	0	0.2461921818	0	0	0	0.1435145552	0.3075179788	0	0.11077658148	1.1828090119	0	23.5229849504	100	9.83074227226945	23.5229849504
"486"	"I0043735"	"20191112-f-222"	20191112	"f"	222	0	0.2248602101	0	0	0.0065492714	0	0.3022881877	0	0	0	0	11.6780738912	100	0	11.6780738912
"489"	"I0043749"	"20191216-t-280"	20191216	"t"	280	0	0.2052892633	0	0	0	0.1536926944	0.3681629274	0	0	4.8509742811	0	23.5594403264	100	40.2557682632583	23.5594403264
"492"	"I0043758"	"20191216-f-286"	20191216	"f"	286	0	0.2480628016	0	0	0	0	1.4479513298	0	0.11680497388	8.3438137155	0	23.5594403264	100	69.2410662063537	23.5594403264
"493"	"I0043759"	"20191209-t-253"	20191209	"t"	253	0	0.2620639254	0	0	0	0.1720221728	0	0	0.05630199664	3.2664592863	0	23.5229849504	100	27.1486935451177	23.5229849504
"495"	"I0043764"	"20191209-t-266"	20191209	"t"	266	0	0.2181644121	0	0	0	0.346294544	0.2947939035	0.7189968854	0	0.4492847754	0	23.5229849504	100	3.73416400228212	23.5229849504
"499"	"I0043772"	"20191119-f-232"	20191119	"f"	232	0	0	0	0	0	0	0	0	0	0.0500301772	0	11.6605839584	100	0.838833675762282	11.6605839584
"501"	"I0043774"	"20191119-t-246"	20191119	"t"	246	0	0.2763502962	0.258130278	0	0	0.1752353264	0.3717268104	0	0.00733680744	0.1220942533	0	11.6605839584	100	2.04709991083322	11.6605839584
"504"	"I0043781"	"20191224-t-293"	20191224	"t"	293	0	0.2069782258	0	0	0	0	0.4019406185	0.7694673995	0.35373201356	6.8343020628	0	22.3201070752	100	59.8634872924458	22.3201070752
"505"	"I0043786"	"20191209-t-267"	20191209	"t"	267	0	0.2466050393	0	0	0	0.1274082512	0.2925570374	0.7363267201	0	0.5286039551	0	23.5229849504	100	4.39341364024857	23.5229849504
"506"	"I0043787"	"20191119-t-235"	20191119	"t"	235	0	0.2438966941	0	0	0	0.1275929152	0.3139596743	0	0.69562865732	1.4489056463	0	11.6605839584	100	24.2931549944331	11.6605839584
"507"	"I0043788"	"20191112-f-220"	20191112	"f"	220	0	0.2711527956	0	0	0.0835876447	0.1478627168	0.3021629453	0	0	0.0485167777	0	11.6780738912	100	0.812240885444602	11.6780738912
"508"	"I0043789"	"20191112-f-225"	20191112	"f"	225	0	0.2782914771	0	0	0	0	0.5954705162	0	0	0	0	11.6780738912	100	0	11.6780738912
"509"	"I0043790"	"20191112-t-220"	20191112	"t"	220	0	0.2386031103	0	0	0	0.1470123616	0	0	0	0	0	11.6780738912	100	0	11.6780738912
"513"	"I0043798"	"20191119-t-243"	20191119	"t"	243	0	0.2489876024	0	0	0	0	0	0	0.29864868508	1.496519452	0	11.6605839584	100	25.0914744465649	11.6605839584
"515"	"I0043800"	"20191119-f-246"	20191119	"f"	246	0	0.2353858244	0	0	0	0.1276082288	0.3173808178	0	0.03148757476	0.0452757532	0	11.6605839584	100	0.759118368256787	11.6605839584
"517"	"I0043803"	"20191224-t-294"	20191224	"t"	294	0	0.1963460192	0	0	0	0	0.4099791546	0.761257949	0.31739574552	6.8779096213	0	22.3201070752	100	60.2454576092582	22.3201070752
"518"	"I0043804"	"20191112-f-221"	20191112	"f"	221	0	0.245988005	0	0	0	0.1275658912	0.3179351996	0	0	0	0	11.6780738912	100	0	11.6780738912
"521"	"I0043809"	"20191119-f-235"	20191119	"f"	235	0	0.2271451887	0	0	0	0	0.3086985726	0	0	0	0	11.6605839584	100	0	11.6605839584
"524"	"I0043813"	"NA-f-331"	NA	"f"	331	0	0.2221443584	0	0	0	0	1.1353426158	0	0.57440483048	7.496722322	0	23.537300464	100	62.2700034923657	23.537300464
"526"	"I0043816"	"20191224-f-296"	20191224	"f"	296	0	0.1944423708	0	0	0.0267686412	0	1.4677423917	0	0	8.0948145795	0	22.3201070752	100	70.9046549686846	22.3201070752
"528"	"I0043819"	"20191224-f-294"	20191224	"f"	294	0	0.218994631	0	0	0	0	0.3883195866	0.7774158599	0.13775614684	6.0922714615	0	22.3201070752	100	53.3638419646054	22.3201070752
"530"	"I0043823"	"20191216-t-285"	20191216	"t"	285	0	0.2392141394	0	0	0	0	1.6782214539	0	0.18901991896	7.3782708236	0	23.5594403264	100	61.2285168395183	23.5594403264
"531"	"I0043831"	"20191112-f-224"	20191112	"f"	224	0	0.2415321466	0	0	0	0	0	0	0	0.0448896866	0	11.6780738912	100	0.751518145264513	11.6780738912
"532"	"I0043832"	"20191216-f-283"	20191216	"f"	283	0	0.2456892463	0	0	0	0.1307078816	0.3341789547	0	0.0016443754	4.2456001994	0	23.5594403264	100	35.2320766637283	23.5594403264
"539"	"I0043855"	"20191216-f-285"	20191216	"f"	285	0	0.2625608557	0	0	0.059481933	0.1664696416	1.4022866615	0	1.30661183624	4.7578299551	0	23.5594403264	100	39.482810876718	23.5594403264
"540"	"I0043856"	"20191119-f-240"	20191119	"f"	240	0	0.250642035	0	0	0	0.1274253664	0.3107346825	0	0	0	0	11.6605839584	100	0	11.6605839584
"541"	"I0043858"	"NA-t-331"	NA	"t"	331	0	0.2147354429	0	0	0	0	1.1258803683	0	0.51587805592	7.7026036236	0	23.537300464	100	63.9801147675322	23.537300464
"542"	"I0043859"	"20191119-t-242"	20191119	"t"	242	0	0.246483434	0	0	0	0.1334418096	0.3212817502	0.7222834274	0	0.0448574376	0	11.6605839584	100	0.752104657092544	11.6605839584
"543"	"I0043860"	"20191119-t-241"	20191119	"t"	241	0	0.2399858076	0	0	0	0.1358667632	0.3055702753	0.7189660453	0	0.0443566567	0	11.6605839584	100	0.743708287009359	11.6605839584
"548"	"I0043869"	"20191224-t-292"	20191224	"t"	292	0	0.2013288339	0	0	0	0	2.1636075841	0	0.02623738228	8.6796976466	0	22.3201070752	100	76.0278028385291	22.3201070752
"549"	"I0043870"	"20191119-t-240"	20191119	"t"	240	0	0.2006217216	0	0	0	0.130476376	0.3140094029	0	0	0.0444584714	0	11.6605839584	100	0.745415368691404	11.6605839584
"551"	"I0043874"	"20191112-t-221"	20191112	"t"	221	0	0.2433186936	0	0	0	0.1304079152	0.4155994073	0	0.4658955386	0.0492511335	0	11.6780738912	100	0.824535061469887	11.6780738912
"552"	"I0043875"	"20191209-t-254"	20191209	"t"	254	0	0.242384885	0	0	0	0.1279063936	0.2992252743	0.7254797506	0.01912021852	0.0867369104	0	23.5229849504	100	0.720901010270133	23.5229849504
"555"	"I0043879"	"20191112-f-219"	20191112	"f"	219	0	0.2336668359	0	0	0	0.1285009216	0.3182289667	0	0.14042375476	0	0	11.6780738912	100	0	11.6780738912
"560"	"I0043886"	"20191119-f-241"	20191119	"f"	241	0	0.2375326834	0	0	0	0.1281694272	0.2963594335	0	0	0	0	11.6605839584	100	0	11.6605839584
"562"	"I0043889"	"NA-f-326"	NA	"f"	326	0	0.235028515	0	0	0	0.1925973456	0.7345568059	0	0	1.2065018915	0	23.537300464	100	10.0215632606234	23.537300464
"563"	"I0043891"	"20191209-f-255"	20191209	"f"	255	0	0.2646761874	0	0	0	0.127548776	0.297377028	0.7196274964	0.40932902484	3.2747002879	0	23.5229849504	100	27.2171874118196	23.5229849504
"565"	"I0043893"	"20191119-f-245"	20191119	"f"	245	0	0.2285654185	0	0	0	0	0.3040498694	0.722634176	0	0	0	11.6605839584	100	0	11.6605839584
"569"	"I0043898"	"20191224-t-309"	20191224	"t"	309	0	0.2128362984	0	0	0	0.1288306144	0.3854546667	0	0	3.729813379	0	22.3201070752	100	32.6704371222193	22.3201070752
"570"	"I0043899"	"20191209-f-260"	20191209	"f"	260	0	0.25251866	0	0	0	0	0	0	0.3739876482	0.2360225991	0	23.5229849504	100	1.96166694609141	23.5229849504
"571"	"I0043900"	"20191119-t-234"	20191119	"t"	234	0	0.2431220233	0	0	0	0.1363306752	0.3059892848	0.7190811203	0	0.0456595163	0	11.6605839584	100	0.765552753058345	11.6605839584
"573"	"I0043902"	"NA-t-329"	NA	"t"	329	0	0.177859011	0	0	0	0	1.4732631872	0	0	6.9715731562	0	23.537300464	100	57.9079584567087	23.537300464
"575"	"I0043904"	"20191112-t-225"	20191112	"t"	225	0	0.2395369189	0	0	0	0	0.3091599435	0	0	0.0503190361	0	11.6780738912	100	0.842413292352326	11.6780738912
"582"	"I0043917"	"20191119-f-244"	20191119	"f"	244	0	0.2575224929	0	0	0	0.1279964736	0	0.7239649033	0	0.044655651	0	11.6605839584	100	0.748721391134462	11.6605839584
"584"	"I0043919"	"20191119-t-245"	20191119	"t"	245	0	0.2495055509	0	0	0	0.166233632	0.2954854994	0.7584386115	0	0.0461082381	0	11.6605839584	100	0.773076271421751	11.6605839584
"585"	"I0043924"	"20191209-f-263"	20191209	"f"	263	0	0.2258315512	0	0	0	0.1275821056	0.3175889412	0.7193780138	0.0779203668	0	0	23.5229849504	100	0	23.5229849504
"590"	"I0043931"	"20191224-t-303"	20191224	"t"	303	0	0.2312287247	0	0	0	0.1443883312	0.7807445454	0.7248509808	0	2.8045365885	0	22.3201070752	100	24.5656892077851	22.3201070752
"591"	"I0043936"	"20191224-f-298"	20191224	"f"	298	0	0.1942592122	0	0	0.017146668	0.1273154688	0.3144348587	0.7536045409	0	8.1882620461	0	22.3201070752	100	71.7231864263107	22.3201070752
"594"	"I0043939"	"20191119-t-244"	20191119	"t"	244	0	0.2412724217	0	0	0	0.1329427664	0.3008930242	0.7346429427	0	0.0462211096	0	11.6605839584	100	0.774968737539856	11.6605839584
"595"	"I0043941"	"20191209-f-254"	20191209	"f"	254	0	0.2378584655	0	0	0	0.1272974528	0.2938416929	0.7201223189	0	0.044577332	0	23.5229849504	100	0.370497905975068	23.5229849504
"596"	"I0043943"	"20191112-f-218"	20191112	"f"	218	0	0.2549627764	0	0	0	0	0.9708385652	0	0.13410427544	0	0	11.6780738912	100	0	11.6780738912
"601"	"I0043951"	"20191224-f-304"	20191224	"f"	304	0	0.2176269467	0	0	0	0.1273650128	0.8955641992	0	0	0.0465237895	0	22.3201070752	100	0.407514367368866	22.3201070752
"602"	"I0043952"	"20191119-t-237"	20191119	"t"	237	0	0.254830662	0	0	0	0.1496913408	0.3160749816	0	1.3409246664	0.0454411445	0	11.6605839584	100	0.761891410446174	11.6605839584
"604"	"I0043956"	"20191119-f-238"	20191119	"f"	238	0	0.2194375145	0.0090913144	0	0	0.12739564	0.2936869817	0	0	0.0481574317	0	11.6605839584	100	0.80743418690474	11.6605839584
"607"	"I0043963"	"20191119-f-247"	20191119	"f"	247	0	0.2351260995	0	0	0	0.1273740208	0.2930359054	0.7324961035	0	0.0446938891	0	11.6605839584	100	0.749362512309167	11.6605839584
"610"	"I0043972"	"20191224-t-298"	20191224	"t"	298	0	0.1973969292	0	0	0.003920588	0	1.1014673093	0	0.0173559838	8.5995667135	0	22.3201070752	100	75.3259144743209	22.3201070752
"611"	"I0043973"	"NA-t-332"	NA	"t"	332	0	0.209476389	0	0	0	0.1385079088	0.6374414546	0	0	5.3562944582	0	23.537300464	100	44.4909735604654	23.537300464
"612"	"I0043976"	"20191112-t-228"	20191112	"t"	228	0	0.2230826709	0	0	0	0	0.328963898	0	0	0.0683890722	0	11.6780738912	100	1.14493177807361	11.6780738912
"614"	"I0043979"	"20191112-f-227"	20191112	"f"	227	0	0.2415861934	0	0	0	0	0	0	0	0	0	11.6780738912	100	0	11.6780738912
"619"	"I0043991"	"NA-f-330"	NA	"f"	330	0	0.2249908232	0	0	0	0	0.8000944962	0	0.03645848912	5.0937677881	0	23.537300464	100	42.3103490205925	23.537300464
"620"	"I0043992"	"20191119-f-237"	20191119	"f"	237	0	0.2589937669	0	0	0	0.1292143552	0.3134762018	0.7209577634	0	0.0447067887	0	11.6605839584	100	0.749578794151236	11.6605839584
"622"	"I0043995"	"20191112-f-226"	20191112	"f"	226	0	0.2404557145	0	0	0	0	0.5952163478	0	0	0	0	11.6780738912	100	0	11.6780738912
"624"	"I0043997"	"20191112-t-227"	20191112	"t"	227	0	0.2432331195	0	0	0	0	0	0	0	0	0	11.6780738912	100	0	11.6780738912
"629"	"I0044006"	"20191112-t-222"	20191112	"t"	222	0	0.2235615856	0	0	0.0534333632	0.1325653312	0.3007493638	0	0.06132368884	1.2051630973	0	11.6780738912	100	20.1761697223373	11.6780738912
"630"	"I0044007"	"NA-f-332"	NA	"f"	332	0	0.2018377746	0	0	0.0678993882	0.1395276144	0.3905315884	0	0	4.0474158127	0	23.537300464	100	33.6190385566591	23.537300464
"631"	"I0044008"	"20191119-t-247"	20191119	"t"	247	0	0.2220347635	0	0	0	0	0	0	0	0	0	11.6605839584	100	0	11.6605839584
"638"	"I0044030"	"20191119-f-230"	20191119	"f"	230	0	0.2362670875	0	0	0	0.1296674576	0.3018995679	0.7440003814	0	0.0479349136	0	11.6605839584	100	0.803703325129047	11.6605839584
"641"	"I0044041"	"20191216-t-270"	20191216	"t"	270	0	0.2423083187	0	0	0	0.1302259536	0.5394641409	0.7255603031	0	2.1492894283	0	23.5594403264	100	17.8358597969512	23.5594403264
"642"	"I0044042"	"20191209-t-257"	20191209	"t"	257	0	0.2003259655	0	0	0	0.1391474768	0.3066394402	0	0	1.3333740645	0	23.5229849504	100	11.0821414520437	23.5229849504
"645"	"I0044047"	"20191224-f-308"	20191224	"f"	308	0	0.2104792574	0	0	0	0.1286585616	0.4164346636	0	0	0.0619213049	0	22.3201070752	100	0.542385340149004	22.3201070752
"647"	"I0044052"	"20191119-t-232"	20191119	"t"	232	0	0.1747723382	0	0	0	0.1273920368	0.2923415468	0	0	0.0782978078	0	11.6605839584	100	1.31278443525086	11.6605839584
"648"	"I0044053"	"20191112-t-219"	20191112	"t"	219	0	0.2522619377	0	0	0	0.1428434592	0.303593103	0	0	0.0444197726	0	11.6780738912	100	0.743651106653604	11.6780738912
"652"	"I0044063"	"20191209-t-260"	20191209	"t"	260	0	0.2527003173	0	0	0	0.1274334736	0.2954228782	0	1.30202116524	0.2895895702	0	23.5229849504	100	2.40688090869413	23.5229849504
"654"	"I0044068"	"NA-t-314"	NA	"t"	314	0	0.2333245395	0	0	0	0.1437343504	1.2610565166	0	0	4.4492093286	0	23.537300464	100	36.9564549052519	23.537300464
"655"	"I0044069"	"20191209-t-263"	20191209	"t"	263	0	0.2360433938	0	0	0	0.131476264	0.3290237565	0	0.19374225808	0.0602443569	0	23.5229849504	100	0.500712067699894	23.5229849504
"659"	"I0044076"	"20191119-f-229"	20191119	"f"	229	0	0.2250238518	0	0	0	0.1273857312	0.2925708509	0.7376210837	0	0.051110058	0	11.6605839584	100	0.856939555684073	11.6605839584
"664"	"I0044086"	"20191209-f-265"	20191209	"f"	265	0	0.245027173	0	0	0	0.1277811824	0.293205351	0.7360266045	0	0	0	23.5229849504	100	0	23.5229849504
"667"	"I0044100"	"20191224-t-291"	20191224	"t"	291	0	0.2168612837	0	0	0.0508412877	0	0.5331541341	0.827278778	0	6.7259007349	0	22.3201070752	100	58.9139709474561	22.3201070752
